cidade,area,quartos,wcs,vagas,andar,animal,mobilia,condominio,aluguel,iptu
Porto Alegre,150,3,3,2,10,s,s,1300,8900,250
São Paulo,50,2,1,1,8,s,n,580,1100,100
São Paulo,51,2,1,1,9,n,n,450,2200,109
Campinas,200,4,3,2,1,s,n,1150,3400,209
Porto Alegre,22,1,1,0,6,s,n,180,800,20
Belo Horizonte,318,4,2,2,-,n,n,0,4500,179
Rio de Janeiro,180,3,2,1,9,s,n,1600,4900,459
São Paulo,114,2,2,2,15,s,s,1200,4998,0
São Paulo,36,1,1,1,4,s,s,719,1990,119
Rio de Janeiro,20,1,1,0,8,s,s,630,1370,25
Rio de Janeiro,70,2,2,1,3,s,n,990,3700,122
São Paulo,111,3,4,3,1,s,n,2500,2700,704
São Paulo,20,1,1,0,6,s,s,602,1800,130
São Paulo,90,1,1,1,12,s,n,870,3600,73
Porto Alegre,42,1,1,1,11,s,n,372,2700,0
Porto Alegre,55,2,1,0,3,n,n,290,1195,210
São Paulo,153,3,4,3,17,s,s,2000,6300,534
Campinas,200,5,2,4,-,s,n,0,3200,269
São Paulo,70,1,2,1,-,s,n,0,1500,125
São Paulo,40,1,1,1,5,n,n,603,4320,181
Rio de Janeiro,157,3,3,2,10,s,n,1620,3800,382
São Paulo,161,3,5,3,12,s,n,2541,6500,567
Belo Horizonte,260,4,4,6,10,s,s,3200,11900,12500
São Paulo,125,2,1,1,11,s,n,700,2000,63
São Paulo,200,3,2,3,14,s,s,3000,8000,667
São Paulo,260,3,3,3,8,s,s,2210,5000,842
Campinas,48,1,1,1,2,s,s,505,1600,59
Campinas,55,1,1,0,1,s,n,260,716,12
São Paulo,204,3,2,2,2,s,n,3550,7000,764
São Paulo,178,3,2,3,8,s,n,1000,4250,167
Rio de Janeiro,130,3,1,0,4,s,n,1050,6800,193
São Paulo,144,3,4,3,4,s,s,856,7200,589
São Paulo,37,1,1,0,6,s,n,555,1100,37
Rio de Janeiro,25,1,1,0,1,s,n,50,700,0
São Paulo,80,2,2,1,-,n,n,0,1556,0
São Paulo,97,2,3,2,11,s,s,700,2660,167
São Paulo,36,2,1,0,-,n,n,0,1080,0
São Paulo,260,4,4,4,24,s,n,2622,4000,600
São Paulo,112,1,2,2,7,s,s,0,8389,0
São Paulo,200,4,2,3,1,n,n,910,2390,267
Rio de Janeiro,70,2,2,0,5,n,n,410,2100,13
São Paulo,205,3,3,4,8,s,s,2700,8500,788
São Paulo,65,2,2,1,11,s,s,564,1679,0
Belo Horizonte,258,4,4,3,1,s,n,1000,3500,338
São Paulo,158,4,4,3,4,s,s,1990,3500,589
São Paulo,64,2,1,2,10,n,s,2530,4000,342
Rio de Janeiro,230,4,4,0,6,s,n,2500,11000,900
Campinas,105,3,3,2,12,s,n,1150,2300,208
São Paulo,48,1,1,1,4,s,s,1450,4200,135
Belo Horizonte,35,1,1,1,1,n,n,0,700,0
São Paulo,269,4,3,4,8,s,n,2300,5000,0
São Paulo,51,1,1,0,1,s,s,785,2350,150
São Paulo,39,1,1,0,8,s,n,330,1250,19
São Paulo,190,3,2,1,6,s,s,3040,8000,556
Rio de Janeiro,410,4,5,2,-,s,s,0,4000,584
Campinas,150,4,5,2,1,s,n,1100,2860,360
São Paulo,40,1,1,0,-,s,n,0,850,34
São Paulo,22,1,1,0,6,n,s,380,6000,9
São Paulo,60,2,1,0,-,s,n,0,1700,245
Porto Alegre,51,2,1,1,3,s,n,270,1080,25
São Paulo,250,3,4,2,-,s,n,0,4200,192
São Paulo,215,4,4,3,6,s,n,3800,3400,1084
São Paulo,35,1,1,0,7,n,n,465,1200,0
Porto Alegre,75,2,1,2,2,s,n,380,1200,55
São Paulo,170,3,3,2,-,s,n,0,4850,334
Belo Horizonte,88,3,2,1,3,s,n,320,1290,0
Belo Horizonte,92,3,1,1,2,s,n,270,1900,81
Rio de Janeiro,45,2,1,0,15,s,n,525,1300,15
São Paulo,650,5,8,7,-,s,s,0,15000,2667
São Paulo,47,2,1,0,1,s,n,0,1600,0
Rio de Janeiro,195,3,3,0,8,s,s,1300,10000,375
Rio de Janeiro,80,2,2,0,8,s,s,650,1700,100
São Paulo,60,2,2,1,7,s,s,625,2750,125
São Paulo,249,3,3,1,9,s,s,2250,7000,420
Campinas,50,2,1,1,-,n,n,0,1040,277
São Paulo,120,4,3,3,16,s,n,1420,6160,390
Porto Alegre,197,4,3,2,4,s,n,2000,3200,325
Rio de Janeiro,50,1,1,0,1,s,s,250,750,0
São Paulo,162,2,2,1,13,s,n,1804,5000,545
São Paulo,40,1,1,0,9,s,n,299,1300,30
São Paulo,700,4,7,8,-,s,s,0,15000,2250
São Paulo,280,5,5,4,13,s,n,3100,10000,1167
São Paulo,220,3,4,2,-,s,s,0,4500,197
São Paulo,161,2,2,3,3,s,n,2500,4800,1125
São Paulo,320,8,4,0,-,s,n,450,10500,350
São Paulo,62,1,1,0,8,s,n,670,2792,38
Rio de Janeiro,50,2,2,1,6,s,n,850,950,59
São Paulo,65,2,2,1,-,n,n,120,1850,0
São Paulo,320,4,4,6,8,s,s,5281,15000,3151
Porto Alegre,42,1,1,0,1,s,n,250,985,49
Belo Horizonte,75,2,2,2,6,n,s,823,4200,384
Campinas,48,1,1,0,13,s,n,250,950,42
São Paulo,227,3,4,4,18,n,s,2100,12000,1292
São Paulo,63,2,2,1,16,s,n,690,1850,103
São Paulo,165,3,3,2,3,s,s,1663,6000,502
Rio de Janeiro,15,1,1,0,11,n,s,0,1670,0
São Paulo,56,2,1,1,10,s,n,550,1160,0
Belo Horizonte,216,4,5,5,12,s,n,600,7500,0
Belo Horizonte,125,3,2,0,7,s,n,1300,2968,274
São Paulo,300,3,4,1,-,s,n,0,4500,542
Campinas,42,1,1,0,1,s,n,0,690,12
Rio de Janeiro,80,3,2,0,7,s,n,950,2720,192
Belo Horizonte,30,1,1,0,-,n,n,0,700,0
Porto Alegre,88,1,2,2,3,s,n,340,1600,40
Belo Horizonte,85,2,1,1,1,n,n,735,2150,198
São Paulo,55,2,1,1,11,s,s,408,1700,35
Rio de Janeiro,60,2,1,0,7,s,n,528,1100,86
São Paulo,60,2,2,1,14,n,s,2435,2600,184
Campinas,100,3,2,3,-,s,n,0,2200,0
Porto Alegre,68,2,2,1,1,s,n,400,1800,82
São Paulo,190,3,4,4,16,s,s,2849,15000,1160
Belo Horizonte,430,4,5,3,-,s,n,0,6000,0
Campinas,68,2,1,1,2,s,n,400,1310,60
São Paulo,64,2,1,0,8,s,n,500,1600,100
São Paulo,47,2,1,1,11,s,n,300,2460,0
Belo Horizonte,57,2,1,1,3,n,n,225,800,0
São Paulo,52,1,1,1,15,s,s,650,3950,290
São Paulo,250,3,4,2,16,s,n,3300,6000,517
São Paulo,290,6,3,4,-,s,n,0,8000,1525
São Paulo,100,4,1,0,-,s,n,0,1600,100
São Paulo,23,1,1,0,7,s,s,430,1800,0
São Paulo,277,3,2,1,11,s,n,2332,7800,601
Campinas,144,4,3,2,13,s,n,1357,1750,210
Porto Alegre,367,4,3,2,3,s,s,1400,4500,309
São Paulo,45,1,1,0,2,n,n,150,750,0
São Paulo,210,3,2,2,-,s,n,0,2780,500
São Paulo,170,3,2,1,5,s,n,860,6500,110
Campinas,650,4,6,4,-,s,n,760,13000,1042
São Paulo,172,4,4,3,1,s,n,1800,7500,792
São Paulo,77,3,1,2,10,s,n,953,3500,230
São Paulo,300,4,3,8,-,s,n,0,4500,667
Rio de Janeiro,22,1,1,0,2,n,n,50,1322,59
São Paulo,70,2,1,0,1,n,n,350,1050,116
Porto Alegre,60,2,1,0,1,s,n,326,990,25
São Paulo,110,3,2,1,2,n,n,1341,4400,259
Rio de Janeiro,75,2,1,1,6,s,n,970,1750,42
Rio de Janeiro,65,1,1,0,-,s,n,300,1800,30
São Paulo,300,4,2,4,27,s,n,2960,10040,875
Rio de Janeiro,67,1,1,1,11,s,n,508,800,123
Campinas,30,1,1,0,4,s,n,336,503,10
São Paulo,298,4,4,1,-,s,n,0,3000,0
São Paulo,45,1,1,1,1,n,s,3000,5520,0
São Paulo,173,3,4,3,2,s,n,3000,1950,796
Porto Alegre,90,2,2,1,3,n,n,400,2500,80
Belo Horizonte,90,1,2,0,4,s,n,325,1300,54
Rio de Janeiro,30,1,1,1,2,s,n,570,850,70
Belo Horizonte,193,3,3,1,-,s,n,0,13500,236
Porto Alegre,180,3,2,2,-,s,n,0,5048,0
São Paulo,170,2,2,5,-,s,n,0,5500,600
São Paulo,33,1,1,1,20,n,s,479,3000,125
Porto Alegre,47,1,1,0,3,s,n,250,900,38
Rio de Janeiro,70,2,1,0,5,s,n,950,2500,199
Rio de Janeiro,46,2,1,0,9,n,n,550,820,0
Porto Alegre,83,2,2,1,5,s,n,450,1400,67
São Paulo,140,2,1,0,-,s,n,0,1650,167
São Paulo,105,3,3,2,4,n,n,1380,2720,417
São Paulo,100,2,2,2,24,s,s,900,4370,17
São Paulo,100,3,2,1,4,s,n,1200,6650,200
São Paulo,90,2,2,0,-,s,n,0,1750,0
São Paulo,140,3,4,2,24,s,n,1583,8500,456
São Paulo,100,3,3,2,-,n,n,120,2000,0
São Paulo,90,1,1,1,1,s,n,200,1300,67
São Paulo,127,2,3,2,1,s,s,996,3800,292
São Paulo,147,2,3,2,3,n,s,1500,12000,500
Belo Horizonte,30,1,1,1,1,n,n,50,900,19
Belo Horizonte,95,3,2,2,1,s,n,210,1400,122
Campinas,100,4,3,1,4,s,n,750,2240,17
São Paulo,580,5,5,4,4,s,n,9900,15000,2200
Campinas,40,1,1,1,6,s,n,600,650,35
São Paulo,44,1,1,0,13,n,s,450,1900,104
São Paulo,193,2,4,4,7,s,n,1948,13000,1323
Porto Alegre,73,2,3,1,2,s,n,400,1957,79
São Paulo,233,3,4,4,15,n,s,3780,4300,2567
São Paulo,200,3,5,4,6,s,n,1970,1720,959
São Paulo,410,5,7,3,-,s,s,0,12000,750
Campinas,30,1,1,0,5,s,n,280,580,12
Porto Alegre,87,2,1,1,6,s,s,300,1550,43
Campinas,69,2,2,1,14,s,n,325,1800,130
Campinas,39,1,1,1,1,n,s,573,1128,32
Porto Alegre,78,2,1,0,1,s,n,280,1480,32
Rio de Janeiro,25,1,1,0,2,s,n,250,540,0
São Paulo,65,2,2,1,3,s,n,650,2800,209
São Paulo,127,3,3,2,17,n,s,1775,7000,421
Belo Horizonte,42,1,1,1,15,n,n,410,2690,172
Belo Horizonte,70,2,2,2,1,n,n,300,1450,94
Campinas,180,3,2,1,11,s,n,1060,2200,201
Belo Horizonte,300,4,3,4,-,s,n,0,7500,942
Rio de Janeiro,53,2,1,1,4,s,s,365,1239,0
Rio de Janeiro,100,3,1,0,1,s,n,1146,2200,199
Rio de Janeiro,85,3,2,1,15,s,n,710,2500,264
São Paulo,90,3,2,0,9,s,n,930,2300,84
São Paulo,40,1,1,0,-,n,n,0,650,0
Campinas,60,1,1,1,14,s,n,583,1100,49
São Paulo,53,2,2,1,9,n,n,722,2100,0
Porto Alegre,35,1,1,0,1,s,n,100,960,75
Rio de Janeiro,45,1,1,1,10,s,s,2450,2500,593
Porto Alegre,480,5,4,7,-,s,n,0,3600,38
Rio de Janeiro,88,2,2,2,3,s,n,957,2500,430
São Paulo,312,3,6,3,-,s,s,0,6300,1063
Porto Alegre,194,2,3,0,3,s,n,700,3310,333
São Paulo,24,1,1,0,2,s,n,500,2150,84
São Paulo,80,3,1,0,-,n,n,0,2837,342
São Paulo,250,4,4,3,5,n,s,4341,8000,888
Belo Horizonte,53,2,1,1,2,s,n,200,1000,74
Porto Alegre,44,1,2,0,3,s,n,140,1350,100
Rio de Janeiro,20,1,1,0,5,s,n,450,500,63
Campinas,214,3,3,2,1,s,n,2016,5900,227
Campinas,230,3,5,4,6,s,n,1800,7500,0
Porto Alegre,81,3,2,1,6,s,n,490,1630,90
São Paulo,65,2,2,0,6,s,n,400,1910,0
Porto Alegre,28,1,1,0,4,s,n,350,550,21
Porto Alegre,116,4,3,1,3,s,s,450,2700,64
São Paulo,300,4,5,4,-,s,n,0,5000,538
Porto Alegre,440,3,3,3,7,n,n,100,10500,84
São Paulo,700,6,6,6,-,s,n,0,8500,1542
Campinas,62,2,1,0,-,n,n,0,1268,0
São Paulo,52,1,2,1,19,s,n,1100,5000,210
São Paulo,200,2,1,0,-,s,n,0,2800,291
Campinas,58,2,1,1,3,s,n,289,950,11
São Paulo,22,1,1,0,25,s,n,385,2100,40
São Paulo,270,3,2,2,15,s,n,2168,10000,407
São Paulo,57,2,1,1,8,s,s,350,1800,50
Campinas,45,1,1,0,3,s,n,412,860,66
São Paulo,175,3,3,3,8,s,n,1700,3500,153
São Paulo,300,3,3,4,-,s,n,0,9000,650
São Paulo,54,2,1,1,-,s,n,480,1250,7
Belo Horizonte,103,3,2,1,3,n,n,489,1400,101
Rio de Janeiro,186,3,1,0,10,s,n,1500,1500,364
Belo Horizonte,700,7,6,5,-,s,n,0,15000,1161
São Paulo,69,2,1,0,10,s,s,1880,7540,380
Belo Horizonte,70,2,3,1,12,s,s,700,2450,165
Rio de Janeiro,50,1,1,1,2,s,n,470,990,19
São Paulo,43,1,1,0,6,s,n,219,1472,42
São Paulo,660,4,5,5,12,s,s,4800,20000,1750
São Paulo,46,2,1,0,5,s,n,0,1200,0
São Paulo,135,2,1,0,2,n,n,0,2000,5
Belo Horizonte,45,1,1,0,1,n,n,0,1100,8
Porto Alegre,280,5,4,8,-,s,n,0,10000,417
Porto Alegre,61,1,1,1,13,s,s,1237,3800,104
São Paulo,396,4,4,4,-,s,n,0,10000,750
Belo Horizonte,113,3,3,1,1,s,n,350,1100,88
São Paulo,400,4,5,4,8,s,s,3884,8700,1671
São Paulo,145,3,3,1,10,s,s,1380,11000,375
Campinas,100,2,2,0,-,s,n,0,1700,200
Rio de Janeiro,76,2,2,1,9,s,s,1400,3360,203
São Paulo,260,5,4,4,12,s,n,3400,11000,1400
Rio de Janeiro,60,2,1,0,11,n,s,600,1650,0
Porto Alegre,50,1,1,0,6,s,n,400,800,20
Belo Horizonte,126,4,2,2,1,s,n,380,2550,168
São Paulo,50,2,1,1,2,n,n,600,1150,50
São Paulo,58,2,2,1,6,n,n,520,2055,0
São Paulo,135,3,3,1,10,s,s,1600,4300,250
São Paulo,60,1,1,1,-,s,n,0,1250,0
Rio de Janeiro,30,1,1,0,1,n,n,473,2030,66
Porto Alegre,68,2,1,0,2,s,n,160,1320,26
São Paulo,50,1,1,0,-,n,n,0,1250,34
Campinas,73,3,2,2,17,s,n,570,2400,125
São Paulo,104,3,3,2,8,n,n,1400,4000,350
São Paulo,315,4,5,5,20,n,n,2500,4000,1000
Belo Horizonte,85,3,2,1,1,s,n,337,1500,88
Rio de Janeiro,58,2,1,0,1,n,n,515,1232,51
Porto Alegre,50,2,1,1,4,s,s,345,2750,72
São Paulo,270,4,5,3,19,s,s,2500,9753,1500
Porto Alegre,85,2,2,1,8,n,s,500,2800,100
São Paulo,50,1,1,1,-,s,n,0,1750,0
Belo Horizonte,76,2,1,1,2,n,n,200,900,0
São Paulo,50,2,1,1,-,s,n,510,1100,50
São Paulo,56,2,1,1,13,n,n,390,1800,9
São Paulo,145,2,3,2,16,s,s,2000,10000,584
Rio de Janeiro,140,3,2,2,8,s,n,1780,7500,417
Belo Horizonte,150,4,2,1,-,s,n,0,2250,9
Belo Horizonte,88,3,2,2,2,n,n,312,1200,109
Campinas,250,1,2,2,-,s,n,0,2200,602
Belo Horizonte,45,1,1,1,6,s,n,816,2900,9
São Paulo,140,3,3,1,2,s,s,1100,3000,59
Rio de Janeiro,75,2,1,0,1,s,s,750,3190,196
Porto Alegre,50,1,1,0,3,s,n,270,600,23
Rio de Janeiro,75,4,4,1,9,n,s,700,4500,0
São Paulo,120,1,2,0,-,s,n,0,761,129
São Paulo,150,3,3,2,8,n,s,0,13500,0
Porto Alegre,42,2,1,0,-,s,n,0,860,13
São Paulo,460,4,4,6,-,s,n,0,5280,667
São Paulo,131,3,2,1,8,s,n,2100,2400,184
Belo Horizonte,28,1,1,0,-,n,s,550,1100,0
Rio de Janeiro,60,2,1,0,2,s,s,175,1840,0
São Paulo,90,1,2,2,9,s,s,998,2900,220
São Paulo,110,3,3,3,17,s,s,1250,4500,355
Porto Alegre,106,3,3,1,7,s,n,900,2250,186
São Paulo,500,3,3,7,-,s,n,0,5500,84
São Paulo,70,1,1,1,4,s,n,740,2600,66
São Paulo,120,3,3,2,7,s,n,2990,9000,450
São Paulo,80,1,1,1,-,s,n,0,1150,75
São Paulo,140,3,1,0,-,s,n,0,2700,167
São Paulo,150,3,3,3,-,s,n,100,4600,234
Belo Horizonte,45,1,1,1,7,n,n,440,1500,91
Belo Horizonte,400,4,4,4,-,s,n,0,4900,320
São Paulo,35,1,1,0,1,s,n,260,1400,0
Porto Alegre,80,3,3,0,4,s,n,300,2200,0
São Paulo,65,2,1,0,-,s,n,0,1500,24
São Paulo,98,3,3,2,1,s,s,1975,2900,459
São Paulo,565,4,5,6,-,s,s,2337,14850,2112
São Paulo,50,1,1,0,-,n,n,0,800,59
São Paulo,180,3,1,1,1,s,n,100,2500,84
São Paulo,169,3,4,3,9,s,n,1800,8900,590
Rio de Janeiro,140,4,2,1,1,n,n,1700,6000,380
Belo Horizonte,449,5,7,4,-,s,n,0,15000,308
Belo Horizonte,70,3,2,1,2,s,n,500,1250,86
Rio de Janeiro,140,3,2,2,3,s,n,1900,5500,546
São Paulo,202,4,3,4,5,s,n,4308,12000,1896
São Paulo,45,1,1,1,10,n,s,1600,1800,177
São Paulo,60,1,2,1,2,s,n,1155,4000,112
Rio de Janeiro,80,2,1,0,3,n,n,450,1100,0
Campinas,64,2,1,1,2,s,n,549,850,76
São Paulo,182,4,4,2,10,s,n,2965,6000,605
Rio de Janeiro,35,1,1,0,12,s,n,350,850,60
Porto Alegre,76,2,2,0,2,s,n,190,2100,49
São Paulo,60,2,2,1,21,s,s,1600,5550,142
São Paulo,94,2,2,1,6,s,n,1000,3500,92
São Paulo,49,2,1,1,5,s,n,360,2000,0
Rio de Janeiro,90,2,1,2,5,n,n,717,2800,13
Belo Horizonte,42,2,1,1,4,s,n,175,690,63
Rio de Janeiro,110,2,2,1,6,s,s,2500,5000,1417
São Paulo,25,1,1,0,14,s,n,304,2200,60
São Paulo,320,3,3,2,10,s,n,2200,8330,584
São Paulo,68,1,2,1,6,s,s,2304,9000,532
Rio de Janeiro,66,2,1,1,2,s,n,650,1250,0
São Paulo,36,1,1,1,8,s,n,323,2150,85
Campinas,60,2,1,1,4,s,n,395,580,15
São Paulo,126,4,2,2,4,s,n,870,3000,290
São Paulo,347,4,5,4,5,s,s,3500,12000,1500
São Paulo,600,5,7,5,-,s,n,0,5200,155
Campinas,85,3,2,2,16,s,s,550,3300,150
São Paulo,100,2,1,2,-,s,n,0,1650,0
Belo Horizonte,150,4,4,4,12,s,n,890,4200,522
Belo Horizonte,32,1,1,0,-,n,s,550,1100,0
São Paulo,198,3,2,2,8,s,n,1400,3250,334
Belo Horizonte,240,4,4,3,5,s,n,0,4600,0
Porto Alegre,47,1,1,1,1,n,s,400,2200,0
São Paulo,106,3,2,0,6,s,n,1139,2430,0
Porto Alegre,82,2,2,2,6,s,n,280,2800,92
São Paulo,35,1,1,1,1,n,s,444,3486,124
Belo Horizonte,169,3,2,4,-,s,n,0,3200,109
Belo Horizonte,140,4,2,2,4,s,n,995,4200,462
São Paulo,60,2,1,3,-,s,n,0,2200,188
São Paulo,204,4,6,4,8,s,s,3900,6800,940
São Paulo,350,3,3,3,-,n,n,0,10000,1292
São Paulo,56,2,1,1,7,s,n,380,1500,40
Campinas,70,2,1,0,2,s,n,470,700,39
São Paulo,40,1,1,0,-,n,n,185,850,41
São Paulo,60,2,1,1,7,s,n,460,1230,100
Belo Horizonte,35,1,1,1,5,s,s,600,1080,100
São Paulo,61,2,2,1,13,s,n,764,4000,134
São Paulo,63,2,2,1,16,s,n,690,1850,103
São Paulo,180,3,3,4,-,s,n,0,3700,184
Belo Horizonte,260,4,4,2,-,s,n,0,15000,203
São Paulo,42,1,1,1,11,n,s,560,3300,172
Belo Horizonte,163,4,3,2,2,s,n,300,2300,136
Rio de Janeiro,36,1,1,0,4,n,s,1,1627,1
São Paulo,151,4,3,3,6,s,n,2061,4000,736
São Paulo,54,1,1,1,13,s,s,612,2538,0
Campinas,53,1,1,1,3,s,n,588,550,73
São Paulo,217,3,4,4,17,s,s,2400,14500,910
São Paulo,92,3,2,0,13,s,n,870,5800,242
São Paulo,100,2,1,0,-,s,n,0,2300,198
São Paulo,110,3,2,2,11,s,n,1179,3500,205
Rio de Janeiro,63,2,2,1,1,s,n,600,1800,92
São Paulo,55,1,1,0,3,n,s,420,1824,0
Porto Alegre,94,3,2,1,7,s,n,988,3200,242
São Paulo,490,3,3,3,-,s,s,0,4450,1200
São Paulo,160,3,5,2,-,s,n,0,12000,334
Porto Alegre,115,2,2,1,1,s,n,300,1847,9
São Paulo,50,1,1,0,-,n,n,0,750,0
São Paulo,115,2,2,1,2,s,n,1755,4500,245
Porto Alegre,83,3,2,1,11,s,n,750,2500,101
São Paulo,55,1,1,1,10,s,s,920,3190,309
São Paulo,22,1,1,0,-,n,n,250,1080,14
Porto Alegre,67,2,1,1,8,n,s,600,2500,96
Porto Alegre,50,2,1,1,4,s,n,600,1190,42
Belo Horizonte,400,3,3,6,-,s,n,1200,7200,218
Rio de Janeiro,40,1,2,0,7,s,n,500,1800,53
Porto Alegre,82,3,2,1,6,s,n,700,2500,59
Rio de Janeiro,90,2,2,1,9,s,n,880,3800,80
São Paulo,300,3,2,4,-,s,n,0,2700,250
São Paulo,450,3,2,0,-,s,n,0,5800,917
São Paulo,20,1,1,0,-,s,s,602,1800,130
São Paulo,40,1,1,1,9,s,s,350,1580,25
Belo Horizonte,600,5,3,6,-,s,n,0,15000,1667
São Paulo,114,4,4,2,6,s,n,1115,2530,321
São Paulo,82,3,2,2,2,s,n,1100,1500,159
São Paulo,420,4,6,4,10,s,n,5700,12000,3167
Campinas,50,2,1,1,4,s,n,330,1080,0
Rio de Janeiro,68,2,1,1,4,n,s,1020,2800,101
São Paulo,454,4,3,4,-,s,s,2700,10900,917
Porto Alegre,60,1,1,0,2,n,n,300,920,0
São Paulo,120,3,4,1,-,n,n,0,4000,4
Campinas,63,1,1,0,6,s,s,700,1280,24
São Paulo,140,3,2,2,13,n,n,1475,2000,171
Rio de Janeiro,65,1,1,0,4,s,n,350,1800,30
Belo Horizonte,45,1,1,1,6,s,n,808,2900,9
Belo Horizonte,37,1,1,1,7,n,n,425,2000,0
Campinas,120,3,3,2,4,n,n,400,1850,0
Belo Horizonte,160,3,3,2,3,s,n,1364,2650,269
Belo Horizonte,150,3,2,2,3,s,n,1350,1600,108
São Paulo,45,2,2,0,-,n,n,0,1630,84
São Paulo,80,2,1,1,2,s,s,1950,2800,209
São Paulo,216,3,5,0,14,n,s,3200,15000,1500
Rio de Janeiro,90,3,2,1,1,n,s,2153,2550,364
São Paulo,110,3,2,0,-,n,n,0,2900,384
Porto Alegre,50,2,1,1,-,s,n,0,1000,25
São Paulo,106,3,2,1,8,n,n,980,3200,260
Porto Alegre,123,3,3,1,2,n,n,0,3000,0
Porto Alegre,50,1,1,0,8,s,n,320,780,25
Campinas,35,1,1,1,-,n,s,0,1000,0
São Paulo,95,3,2,2,10,s,n,900,7000,142
São Paulo,900,3,4,8,-,s,n,0,20000,3813
São Paulo,210,4,5,3,12,s,s,2620,2975,1184
Porto Alegre,40,1,1,0,-,s,n,390,500,0
Rio de Janeiro,72,2,2,1,2,n,s,914,3600,133
São Paulo,150,3,3,8,-,s,n,0,8000,1084
Porto Alegre,84,3,2,1,8,s,n,500,2200,77
Rio de Janeiro,45,2,1,1,9,s,n,560,1450,18
Rio de Janeiro,70,2,2,2,3,s,n,900,1700,265
São Paulo,71,2,1,1,10,s,n,1000,2900,97
São Paulo,44,1,1,0,4,s,s,450,2500,30
São Paulo,500,8,5,2,-,s,n,0,11000,1550
Belo Horizonte,27,1,1,0,1,n,n,0,1167,334
Campinas,270,3,3,3,1,s,n,2500,7220,560
Rio de Janeiro,160,3,2,0,8,n,s,1127,6500,258
São Paulo,58,2,3,2,-,n,n,50,2000,0
São Paulo,100,2,1,0,7,n,n,800,1659,0
Porto Alegre,48,1,1,0,4,s,n,250,750,21
São Paulo,105,3,2,2,2,s,n,1320,7300,275
São Paulo,210,3,4,3,7,s,n,1700,2790,834
Rio de Janeiro,125,3,2,0,4,s,n,950,5500,243
São Paulo,200,3,4,4,5,s,s,1800,2953,686
Rio de Janeiro,80,2,2,0,3,s,n,450,1275,0
São Paulo,45,1,1,1,1,n,s,3000,5520,0
Rio de Janeiro,70,2,1,0,4,s,n,680,2000,96
São Paulo,71,2,2,0,16,s,n,430,1920,100
Campinas,200,2,1,1,-,s,n,0,1410,250
São Paulo,278,4,3,3,3,s,n,3790,10000,1514
Campinas,110,3,3,2,-,s,n,560,3200,88
São Paulo,130,3,2,2,-,s,n,0,2200,0
Rio de Janeiro,240,3,3,1,8,s,s,2300,7000,417
Rio de Janeiro,28,1,1,0,5,n,s,609,1099,0
Campinas,60,2,1,1,-,n,n,0,830,0
São Paulo,330,1,3,8,-,s,n,0,3147,0
São Paulo,235,3,2,1,-,s,n,0,6000,825
Rio de Janeiro,58,1,2,0,5,s,n,700,1600,90
Rio de Janeiro,53,2,1,0,3,n,n,535,1800,50
Rio de Janeiro,60,3,2,1,1,s,s,842,1000,63
Rio de Janeiro,80,3,2,1,8,s,n,840,2500,115
São Paulo,23,1,1,0,23,s,n,383,2050,40
São Paulo,370,4,4,3,-,s,n,0,7900,1000
Campinas,50,2,2,1,2,n,n,262,1400,63
Campinas,87,3,2,1,9,s,n,743,1800,109
Belo Horizonte,252,3,4,1,1,s,n,250,2500,165
Rio de Janeiro,180,4,2,2,3,n,n,2043,7500,409
São Paulo,112,3,2,2,12,s,n,1239,2670,188
Porto Alegre,112,3,3,2,1,s,n,1000,3000,234
São Paulo,80,2,2,1,12,s,n,1200,10000,109
São Paulo,210,3,3,4,-,s,n,0,3294,276
São Paulo,330,3,5,3,15,s,n,3400,15000,2500
São Paulo,30,1,1,0,2,n,n,0,2060,0
Rio de Janeiro,134,3,4,2,3,s,s,1900,7000,466
São Paulo,326,3,4,5,12,s,s,3600,15000,3000
São Paulo,45,1,1,1,5,s,s,519,3850,209
São Paulo,80,2,1,1,1,s,n,875,24000,0
São Paulo,850,6,7,4,-,n,n,15000,13000,2465
Porto Alegre,44,1,1,0,3,s,n,330,1300,40
São Paulo,85,2,2,2,4,s,s,1028,2550,290
Belo Horizonte,300,5,3,4,-,s,n,0,6000,0
São Paulo,100,3,1,3,-,s,n,0,2000,164
Rio de Janeiro,950,6,5,2,3,n,s,0,13000,1500
São Paulo,311,4,4,4,7,s,s,2100,15000,0
São Paulo,196,4,3,3,13,n,n,2420,5000,931
Campinas,70,2,2,1,9,s,n,300,1500,95
São Paulo,81,2,1,1,3,n,n,710,2810,217
Rio de Janeiro,30,1,1,0,8,n,n,550,1216,25
São Paulo,135,3,3,2,14,s,s,946,2690,361
São Paulo,80,2,1,0,1,s,s,500,3000,0
São Paulo,55,2,1,1,9,s,s,565,2800,0
Belo Horizonte,45,1,1,0,-,s,n,0,1100,127
Belo Horizonte,96,3,2,2,1,n,n,450,1400,120
São Paulo,717,5,5,8,16,s,n,4300,2500,5032
Porto Alegre,135,4,4,1,6,s,s,1300,3200,300
Campinas,91,3,2,2,12,s,n,700,2250,175
São Paulo,320,3,4,3,-,s,n,0,12000,2250
Campinas,420,4,5,4,-,s,n,600,7225,584
Rio de Janeiro,85,3,1,1,6,s,n,810,1998,87
Campinas,73,3,2,1,9,s,n,635,1600,100
Porto Alegre,101,3,2,1,3,s,n,630,2900,142
